num,name,address,lat,lon,code_wil
559,SAHI SAMIA,1 CITE BACHDHARAH BT 5 ESC 1 Bachedjerah,36.7244831,3.1167415,16
560,KHODJA NIHAD SABRINA,CITE LES MARRONS AIN ALLAH BATIMENT 401 A Dely Ibrahim,36.7495801,2.9897445,16
562,SOCIETE CIVILE DE NOTARIAT,2 RUE IGUEDGDAL MOHAMED Ain Benian,36.800402,2.9181427,16
563,MOHAMED LAMINE,CITE 20 LOGTS Cheraga Rp,36.7668544,2.9602011,16
564,LEBRARA ABDERRAHMANE,RUE  1ER NOVEMBRE 1954 Barika,35.3877205,5.3704047,5
565,CHEMROUK NADIA,QUAI DE LA GARE Sidi Aich,36.7493649,5.0592183,6
566,DEBABI SAID,CITE BENYOUNES EL HADJ BP 403 M'sila,35.7186646,4.5233423,28
567,BOURAOUI MADJID,RUE TOUATI GHANEM Boudouaou,36.7204759,3.396615,35
569,KACI NOUREDDINE,CITE KHEMISTI RUE BEN OUDA MOHAMED Mecheria,33.5428376,-0.2751123,45
570,RAHMANI LAARADJ,RUE SOUMMAM Ain Sefra,32.7591169,-0.5782621,45
572,LAABABI HAFIDHA,CITE EL EMIR ABDELKADER 129 BT 1 CTRE VILLE Bechar,31.6238098,-2.2162443,8
573,CHERAD MAHMOUD,RUE AISSAT IDIR GUASABI Tindouf,27.6719159,-8.1398003,37
574,CHEBAH CHERIF,CITE 70 LOGTS 5 Beni Abbes,30.1312217,-2.1662258,8
575,AMRI BACHIR,531 CITE EL BADR Bechar,31.6238098,-2.2162443,8
576,KEDDOUR BELKACEM,28 RUE DE LA LIBERTE  Khelifa Boukhalfa,36.7790904,3.0601645,16
577,LAHLOU DJIDJIK,35 AVENUE BOUAMAMA El Harrach,36.720437,3.1441783,16
578,MAREF FAOUZI,RUE MOHAMED FELAH 12 Kouba,36.7315399,3.0880783,16
579,MESKINE ALI,COOPERATIVE IMMOBILIERE FRANTZ FANON Reghaia,36.7393245,3.3416465,16
580,BOUCHACHI YOUCEF,01 RUE MORITANIQUE Bab El Oued,36.7943835,3.0523634,16
581,BERRAKCHI YOUCEF,09 AVENUE FAYCAL MOUBAREK  Sidi M'hamed,36.753547,3.0615416,16
582,DJEDDOU ABDELMADJID,11 RUE MOHAMMED BELOUIZDAD  Sidi M'hamed,36.753547,3.0615416,16
583,KHERAT YACINE,58 RUE DE TRIPOLI Hussein Dey Rp,36.7445311,3.0938679,16
584,AMRA MADJID,CITE EL HAYET BT 11B/3 Gue De Constantine,36.704399,3.0924,16
585,OUSSALEM ARAB,8 AVENUE TAKARLI ABDERREZAK Blida,36.468349,2.832168,9
586,IKHLEF MAHFOUD,CITE 30 LOGTS BT 1 BEN BOULAID Blida,36.4746249,2.8309837,9
587,KHALED KOUIDER,RUE DIDOUCHE MOURAD 11 Blida,36.4733907,2.8277988,9
588,NEDJAR MUSTAPHA,AVENUE TALA AHCEN 33 HOTEL EL EMIR Cheraga Rp,36.7616535,3.056515,16
589,TEKIA ABDELHAMID,CITE DES FONCTIONNAIRES BT C/1 EMIR ABDELKADER Chlef,36.1696316,1.3410486,2
590,SEBIHI SADEK,RUE 11 DECEMBRE 1960 127 Blida,36.4887391,2.8213773,9
591,TEBBAL ABDELLATIF,19 RUE DES FRERES ABDI Medea,36.2637078,2.7587857,26
592,KERMEZLI MOHAMMED,CITE BOUZIANE Medea,36.2637078,2.7587857,26
593,TESSOUH HAMMOU,LOT 55 39 VILLA 11 Berrouaghia,36.1397978,2.9189942,26
594,OUAKED TAYEB,CITE BEN KHEROUBI TAYEB Medea,36.2637078,2.7587857,26
595,DJARIDA HOCINE,RUE DE LA PALESTINE M'sila,35.7186646,4.5233423,28
596,HAMOUTENE FARIDA,CITE MAVAL BT A 02 Reghaia,36.7386643,3.34255,16
597,BERNOU HAMID,9 RUE SAAD M'SILI Ain Bessem,36.3337514,3.687402,10
598,DJEMAA MOUHOUCHE,CITE 56 LGTS RUE ABANE RAMDANE Bouira,36.3712008,3.9013973,10
599,HAMZA ABDELKADER,ROUTE NATIONALE 1 Djelfa,34.6703956,3.2503761,17
601,MOUHAD MOHAMMED,RUE 20 AOUT Djelfa,34.6703956,3.2503761,17
602,BOUSSAAD SAID,RUE EMIR ABDELKADER GUERRARA Ghardaia,32.48625,3.6757622,47
603,HAMZA ABDELKABER,ROUTE D'EL DJELFA Djelfa,34.6703956,3.2503761,17
604,RAACHE SLIMANE,RUE 20 AOUT 1956 BT 131/18 Djelfa,34.6703956,3.2503761,17
605,CHAOU HAMOU,RUE DES FRERES HAFFIF SIDI AHMED Bejaia,36.7493649,5.0592183,6
606,BOUABDELAH ALI,03 RUE ZOUAOUI MOKHTAR  Haute Casbah,36.7846964,3.0597479,16
607,DRID AZEDINE,11 AVENUE BAB AZOUNE Bab El Oued,36.7903197,3.0611642,16
608,GUARECH AMAR,101 RUE TRIPOLI Hussein Dey Rp,36.7414302,3.1022226,16
609,MOKHTARI MOHAMED,39 RUE MUSTAPHA KHALEF Ben Aknoun Rp,36.7619273,3.0169608,16
610,MEHDAOUI MIMI,CITE SAID HAMDINE 444 BT A 06 Bir Mourad Rais,36.7353482,3.0383576,16
611,MIMOUN NOUREDDINE,02 AVENUE MOHAMED IDRIS BEY  Khelifa Boukhalfa,36.7329001,3.0555058,16
612,HASSANI HASSANE,RUE MOHAMED KHEMISTI Bou Saada,35.2106575,4.1754982,28
613,DJERADI YOUCEF,RUE AMIR ABDELKADER CITE EL GHARBIA Laghouat,33.8041979,2.8787076,3
614,SLIMANI MOHAMED,CITE EL MAAMOURA Laghouat,33.8078341,2.8628294,3
615,BAHATA IBRAHIM,CITE 24 FEVRIER GROUPE 5 07 Staoueli,36.7572655,2.8885537,16
616,BOULEKRIAT BOUDJEMAA,CITE 47 LOGTS BT 05 02 Kheraicia,36.6679107,2.9982768,16
617,HAMMOUDI SAAD,RUE DES FRERES DJARBOUA Ain Tagourait,36.6027621,2.6091145,42
618,SAAD FARID,11 RUE DES MARTYRS Cheraga Rp,36.7674361,2.9640119,16
619,CHELIC YAMINA,ROUTE KAHTAL MOHAMED 02 Ain Benian,36.800402,2.9181427,16
620,KEMOUCHE MOHAMED,7 RUE YOUCEF KHOUDJA Cherchell,36.6079573,2.1890427,42
621,MEKHLOUFI MUSTAPHA,AVENUE 40 LOGTS BT S 22 Tipaza,36.5906719,2.4433723,42
622,REKANI NADJEM,BOULEVARD MOKRANI SAID Tamanrasset,22.7902972,5.5193268,11
623,MOULAY SLIMANE,BP 315 In Salah,27.2026311,2.4878487,11
624,BOUDCHICHA AHMED,1 RUE MADAOUI BOUDJEMAA BAB EL KANTARA Constantine,36.3690234,6.6180745,25
625,BOUSSEKINE BOUDJEMAA,3 CITE DES 1013 LOGTS BT 61 El Khroub,36.2593314,6.7014537,25
626,HADOURI AHMED,17 CITE 1039 BT 5 El Khroub,36.2595177,6.6951774,25
627,HAMIDI AISSA,CITE BOUTARMAS 126 LOGTS BT 4 1 Bouira,36.3691846,3.9006194,10
628,ABDESSAMED SALIM,13 RUE LAMARA  ABEDELKADER Annaba,36.9006199,7.759374,23
629,KHARBOUDJ MOHAMED,27 RUE KHEMISTI PLACE DU THEATRE Annaba,36.8977204,7.758904,23
630,DEROUICHE SIHEM,1 RUE SAIFI AISSA SAINT JEAN Constantine,36.3570052,6.6390282,25
631,FILALI MALIKA,5 CITE 1000 LOGTS BT 89 El Khroub,36.2593314,6.7014537,25
632,IDRISSI AHMED,42 LOGTS NOUVELLE ZONE URBAINE Illizi,26.4775863,8.4776326,33
634,FERIOUA DJAMEL,43 CITE ASSOUAR BT B BAKHOUCHE CHERIF Setif,36.1897593,5.4107984,19
635,BOUMAHREZ RABEH,ANGLE RUE ABDELHAMID IBN BADIS PLACE BOURAOUI AMAR Jijel,36.8205881,5.7517505,18
636,BIYOUT MOHAMED,1 CITE ZEHANI SMAIL BT 2P 4 Jijel,36.7524885,6.2742753,18
637,MOHAMED LAATIOUI,CITE BOUCHERKA BT B 4 Taher,36.7843567,5.9009836,18
638,KATI AHMED,CITE 300 LOGTS NACERIA BT 31 Bejaia,36.7406681,5.0461954,6
639,KHOUATHRIA MAHMOUD,147 RUE 1ER NOVEMBRE 54 El Eulma,36.1529129,5.6797332,19
640,LAFET AMAR,23 CITE 80 LOGTS BT B Ain El Kebira,36.3695684,5.5075105,19
641,IBERAKENE IDIR,CITE AGHZEZ AMOKRANE RN N 26 OUZELEKENE Bejaia,36.7493649,5.0592183,6
642,LATOUF ZIAD,10 PLACE AUCHE Oran El M'naouer Ctr,35.6786655,-0.6536763,31
643,HERNANE ABEDERRAHMENE,9 RUE CHINDER Oran El M'naouer Ctr,35.7002039,-0.6493789,31
644,LAACHOUB MOHAMED,2 RUE DES MARTYRS Arzew,35.8020205,-0.3706755,31
645,OUACHENE NOUREDDINE,26 RUE MOHAMED KHEMISTI GDYEL Oran,35.6987388,-0.6349319,31
647,LAZRAG YAMINA,3 600 LOGTS BT C11 CADAT Tiaret,35.3593621,1.3174019,14
648,BALOUT TOUHAMI,116 CITE KASMI ABDELKADER RTE BELABES Ouled Mimoun,34.9044116,-1.0342358,13
649,OUAZINE MOUSSA,RUE SI M'HAMED BOUGERA Ksar Chellala,35.2181066,2.3153581,14
650,KENICHE MOHAMED,ROUTE DE SAIDA RUE ABED MOKHTAR Ghriss,35.3928494,0.1423193,29
651,BOUAIBIB ADA,24 RUE BRAIS ABEDERRAHMENE Mostaganem,35.9311454,0.0909414,27
652,KHATHIR ABEDELLAH,RUE BEN KOUDIA MAAMAR Oued Rhiou,35.9770048,0.9247501,48
653,ALLAL BAHAZ,AVE EMIR ABDELKADER BP 321 Ghardaia,32.48625,3.6757622,47
654,MANSOURI ALI,24 RUE OMAR BEN EL KHATAB Bab El Oued,36.7920574,3.05338,16
655,OPN OUIDIR,CITE MITIDJA Rouiba Rp,36.7358928,3.2779879,16
656,HAMADOUCHE ABDELKADER,4 RUE SI ALLAL Chlef,36.1667158,1.3371104,2
657,MELHAG SAAD,246 CITE DOUZI 4 R.N 5 Bab Ezzouar,36.7366561,3.1835558,16
658,KHELFI LYNDA,CITE 5 JUILLET B 39  Beni Merad,36.5207695,2.8602746,9
659,REZZAG LEBZA MOHAMED,CITE RABIA TAHAR BT 32 Bab Ezzouar,36.7227951,3.1798487,16
660,DAHMANE SBAIHIA M'HAMED,14 RUE IBN ROCHD Chlef,36.1579664,1.3372823,2
661,MERADJI MAHMOUD,CITE KAOULA MOKHTAR Jijel,36.8100086,5.759828,18
662,BENCHEIKH EL HADJ,CITE MESSALTI ABBES Setif,36.1790422,5.422392,19
663,YAKHLEF MESSAOUD,31 RUE EMIR ABDELKADER Khenchela,35.4355788,7.1482096,40
664,SOCIETE CIVILE PROFESSIONNELLE MAHI EL AMINE & LAHCEN NACER ZIN-EDDINE,35 RUE DU 20 AOUT 55 Oran El M'naouer Ctr,35.7045419,-0.6408513,31
665,HENDAOUI MADANI,CITE 44 LOGTS 19 LABIADH SIDI CHEIKH El Bayadh,32.8970651,0.5457605,32
666,DJABRI EL BACHIR,CITE 62 LOGTS 55 CTRE VILLE Bechar,31.6238098,-2.2162443,8
667,EL HADJ MEHDI FODHIL,CITE BENYOUNES EL HADJ M'sila,35.7186646,4.5233423,28
668,DALI DJAMILA,96 RUE KHODJA KHALED Tizi Ouzou,36.7061801,4.0386069,15
669,IMAD HOCINE,RUE MAGHNEM MOHAMED AKLI 104 LOGTS Tizi Ouzou,36.713548,4.0473075,15
670,GHELLAB RACHID,RUE ABANE RAMDANE CITE 60 LOGTS APPT 5 Tizi Ouzou,36.7057476,4.0546069,15
671,NIAR IBRAHIM MOHAMMED,CITE 65 LOGTS RUE ABANE RAMDANE Lakhdaria,36.5660649,3.5960213,10
672,EL HADJ MOHAMMED BELAHMED,RUE CHEIKH BELAHMED Ghardaia,32.4889043,3.6705385,47
673,SIROUKANE OMAR BEN MOUSSA,RUE CHEIKH ABDELAZIZ ETHAMNI BP 138 Beni Isguen,32.4627718,3.6792719,47
674,GUENDOUZ EL ARBI,CITE ADMINISTRATIVE RUE IBRAHIM KHOUDJA M'sila,35.7186646,4.5233423,28
675,EL TAHER MAHFOUD,RUE AKKARI BELKACEM Aflou,34.1139518,2.0973854,3
676,KADRI MOHAMED,ROUTE BOUHADJAR El Tarf,36.5075732,8.1058446,36
677,SAAD ELLAH MESSAOUD,6 AVENUE ALI BOUSEKINE CITE 60 LOGTS EL KOL Skikda,36.8662658,6.9062556,21
678,TALBI MUSTAPHA,PLACE DE L'INDEPENDANCE Souk Ahras,36.2801062,7.9384033,41
679,EL KOLI TOUNSSI,1 RUE DU 1ER NOVEMBRE 54 Ain El Kebira,36.3695684,5.5075105,19
680,TAGIA RABEH,CITE 50 LOGTS BP 82 Ras El Oued,35.9402582,5.0283213,34
681,HAZIL EL AYACHI,1 RUE DU 1ER NOVEMBRE 54 Khenchela,35.4269404,7.1460155,40
682,RAHMANI FATIHA,CITE OUM SALMA El Oued,33.367811,6.8516511,39
683,M'KARAB ABED EL HAMID,CITE DES ENSEIGNANTS BT 5 L'MAGHAIR El Oued,33.367811,6.8516511,39
684,OTHMANI ABED EL MADJID,2 RUE SERGENT HADHRI MOHAMED Oran El M'naouer Ctr,35.6987388,-0.6349319,31
685,CHAIB DHRAA MOHAMED,11 RUE ZIDANE MILOUD Oran,35.6925458,-0.6482091,31
687,BEN SAADA MUSTAPHA,CITE ADMINISTRATIVE Mazouna,36.12647,0.8906102,48
688,MELLAHI BEN YOUCEF,RUE KHALIFA EL HADJ Ammi Moussa,35.8721265,1.1079316,48
689,KADEM ABDEREZAK,CITE BEN BOULAID 1150 Oum El Bouaghi,35.8688789,7.1108266,4
690,OFFICE PUBLIC NOTARIAL,6 RUE SORIA BENDIMERED Sidi Bel Abbes,35.1917253,-0.6268135,22
691,BELMAMOUNE ABDELAZIZ,8 RUE EL MEDINA Sidi Bel Abbes,35.1896977,-0.6347126,22
692,SELLAM LAMIA OFFICE D'ETUDE NOTARIAL,19 COMMANDANT FERRADJ Sidi Bel Abbes,35.1916211,-0.6324026,22
693,BOULKRAH MOHAMED SALAH,46 BOULEVARD EMIR ABDELKADER Annaba Rp,36.8999293,7.7580523,23
694,EL HADJ SENOUSSI,03 RUE ATIA OUKHELIL El Harrach,36.7279477,3.1388886,16
695,KHANOUS MALIKA,RUE MOHAMED AOUDIA BT 2 2EME ETAGE Tizi Ouzou,36.7133875,4.049744,15
696,HOUAMRIA MOHAMED LAKHDAR,CITE 550 LOGTS Bouchegouf,36.4716931,7.7258575,24
697,MOHAND CHERIF HASSINA,40 LOGTS BT B 05 RUE DES FRERES DOUAOUDIA Bejaia,36.7515258,5.0556837,6
698,BEN KADOUR LAKHAL,23 CITE 80 LOGTS BT B5 Sidi Aich,36.6097178,4.6901722,6
699,BELBIOUDH BEN AISSA,11 RUE KHALFA BEN ABDESSLAM Oran,35.6987388,-0.6349319,31
700,MAAOUI ABED EL HAMID,2 CITE LES ALLEES 20 AOUT 1955 BT 5 Skikda,36.8713246,6.9124453,21
701,BEN HIZIA ALI,8 CITE 1ER NOVEMBRE 54 Bordj Bou Arreridj,36.0739925,4.7630271,34
702,HAMILA MADJIDA,COOPERATIVE WIFAK MUSTAPHA AISSAT Reghaia,36.7222088,3.3388675,16
703,KADI AHMED,6 RUE DE LA MECQUE Sidi Bel Abbes,35.1904819,-0.6353187,22
704,SEMARA ILYES,RUE 1ER NOVEMBRE 1954 Ras El Oued,35.9402582,5.0283213,34
705,NOMAIRI & SAAD POUR LES SERVICES AGRICOLES SNC,28 RUE KOUASMI DJILLALI Ain Defla,36.2509429,1.9393815,44
75,BOURABA MOHAMED,PL 1ER MAI GROUPE 10 BT B  1er Mai,36.0481608,-95.8868756,16
99,HETTAB CHERIF,CITE DJILALI ELYABES BT 3/34 BEN OMAR Kouba,36.7254927,3.0912254,16
172,ABIDELAH MESSAOUD,2EME GROUPE BT I  1er Mai,36.0481608,-95.8868756,16
189,DRAFLI HOURIA,RUE MOHAMED BOURAS Boufarik,36.6631541,3.1069769,9
208,DJAAFAR SAAD,2 RUE  ABED EL KRIM BOUBERTAKH Constantine,28.033886,1.659626,25
288,AMMOUR ZOHEIR,RUE DE L'ALN Mansoura,34.8742141,-1.3260841,34
306,ABED EL BAKI BEN OMAR,141 CITE ESSADA Tolga,34.7291802,5.3802134,7
325,BOUAZA ABID AHMED,60 RUE CHARIT ALI CHERIF Oran El M'naouer Ctr,42.7337073,-84.5351043,31
356,BEN HAOUA ABED EL DJELIL,8 RUE MHOUR IDRISS Mascara,35.0834324,-89.8073035,29
358,WALID MOHAMED,6 RUE MOHOR DRISS Mascara,34.4341513,-119.9202039,29
361,AMOURI ABEDELKADER,9 RUE BAHLOUL BELDJELALI Mascara,35.4020988,0.1400257,29
362,NAKROUF MOHAMED,CITE 23 LOGTS BT C/17 VILLE NOUVELLE Sig,34.0230185,-4.9982704,29
363,BELMELIANI ABEDELKADER,23 RUE ZIGHOUD YOUCEF Sig,35.5330201,-0.1986068,29
436,BEN KABOU MOHAMED FERIH,02 RUE KLAYLYA MOULAY BP 1009 Mohammadia,35.5919096,0.06542,16
438,MOUADYH ABDELMONAAM,RUE BOUKHELIF BEN OUDA Mohammadia,35.5919096,0.06542,29
450,FILALI ABDERRAZAK,2 CITE DES MAGISTRATS Boussouf (cite),44.8366432,-0.5790262,25
454,BAKHOUCHE MALIKA,CITE AFOUTENI EL AREBI HLM BATIMENT A6 N 201 Sidi Mabrouk,36.35663,6.6330819,25
460,BEN ELMOUFAK ABDERRAOUF,19 BD CHAYDEKH MOHAMED Sidi Mabrouk,36.3623629,6.6390931,25
462,FANTAZI HAMID,CITE EL DAKSI ABDELSALEM BT KQ BLOC 1 LOCAL 5 Constantine,41.8411406,-85.6697188,25
471,BOUKHARI NACIRA,BOULEVARD ARASSI ABD ELMADJID Dren,42.58912,-71.15457,36
473,KOUADRI YOUSEF,148 RUE ALI GHACHI Didouche Mourad,48.8370792,2.3650429,25
478,BOUNAMOUSE ABDELHAK,RUE ALI ZEGHDOUD 20 BIS Mila,42.3836083,-87.9446972,43
524,BOULFRAK HACENE HOURIA,5 RUE ACHOUR MIHOUBI Kouba,36.7293777,3.0749574,16
526,BEN ABDE NACER ABDELLAH,108 SAID HAMDINE BT A 13 / 01  Said Hamdine,36.7339979,3.033837,16
527,BELGHERBI FARIDA,RESIDENCE DES ROSIERS BT A 1 Hydra,36.1583095,-95.8382977,16
568,MEDELFEF REDOUANE,53 RUE ALI BENNOUR Bordj Menaiel,36.7451529,3.7170988,35
