num,id,title,street,city,phone,lat,lon,code_wil
52,1563,16-12.10 - Agence BIR KHADEM, Place taleb mohamed ameziane commune et daira de bir khadel,Birkhadem,07 82 29 14 69 / 05 54 84 87 20,36.717067,3.049006,16
53,1558,16-13.20 - Agence BELLE VUE,"15, Rue Abderrahmane Sebaa Bellevue El Harrach",El Harrach,07 82 29 14 60 / 05 54 80 31 28,36.725893,3.139072,16
54,1559,16-18.10 - Agence BAB EZZOUAR,cité 1200 logts copérative ESSANOUBER lot N° 02 BAB EZZOUAR,Bab Ezouar, 07 82 29 14 68 / 05 54 84 85 42,36.720625,3.185497,16
55,1561,16-20.10 - Agence DAR EL BEIDA,"18,Rue Mohamed Khemisti, Local 49 dar el beida",Dar El Beida, 07 82 29 14 53 / 05 54 84 86 61,36.715659,3.208498,16
56,1560,16-30.10 - Agence BORDJ EL KIFANE,Cité les Hirondelles Bloc 24 local N°02 lido Bordj el kifan,Bordj el kifan,07 82 29 14 47,36.747187,3.190432,16
57,1546,16.1.N.MEDJOUTI,Route Nationale N°24 Brise Marine Bordj el bahri,Bordj el bahri,07 71 15 00 10,36.785524,3.249345,16
58,1547,16.1.r.amroun,coop 05 juillet N° 70 route de bougara sidi moussa,Sidi moussa,07 82 29 13 50,36.622979,3.107728,16
59,1503,16.1.Y.YOUNSI,Rue Djaiche Ettahrir El Watani N°03 Tassala El Merdja-Alger,Tassala Elmerdja,07 82 29 15 32,36.622256,2.922589,16
60,1548,16.2.R.AMROUN,Cité la montagne bloc 1 E 15 BOUROUBA - Alger,Bourouba,07 82 29 13 50,36.711707,3.115248,16
61,1505,16.3.N.OMARI,116 Rue des Frères Nadir Baba-Hassen ALGER,Baba Hassen,06 61 51 12 53,36.732998,3.085546,16
62,1554,16.4.N.OMARI,Cité 632 logts BT37 n°1 EL MOHAMMADIA,El Mohammadia,0661 51 12 53,36.73039,3.147224,16
63,1551,16.B.BERBAR,"10, Rue des Fréres Oughlis el mouradia W.Alger ",El Mouaradia, 05 41 13 84 22,36.745235,3.050518,16
64,1549,16.B.GRIBI, Lot A7 LOT 7 BIS Ain-naadja local N° 01 W-Alger,Gue de constantine,07 82 29 14 50,36.704473,3.082667,16
65,1552,16.F.KACED,"14, Avenue Abdelhamid Khodja Kouba",Kouba,07 82 29 14 49,36.726673,3.081495,16
66,1504,16.M.BOULASBAA,Oued el tarfa route el achour Bt 07 S3 -Draria -Alger.,Draria,05 50 10 11 05,36.719165,2.981306,16
