num,code,code_5,nom,nom_maj,code_wil
90,403,4003,Ainmlila,AIN MLILA,4
91,404,4004,Behir Chergui,BEHIR CHERGUI,4
92,405,4005,El Amiria,EL AMIRIA,4
93,406,4006,Sigus,SIGUS,4
94,407,4007,El Belala,EL BELALA,4
95,408,4008,Ain Babouche,AIN BABOUCHE,4
96,409,4009,Berriche,BERRICHE,4
97,410,4010,Ouled Hamla,OULED HAMLA,4
98,411,4011,Dhala,DHALAA,4
99,412,4012,Ain Kercha,AIN KERCHA,4
100,413,4013,Hanchir Toumghani,HANCHIR TOUMGHANI,4
101,414,4014,El Djazia,EL DJEZIA,4
102,415,4015,Ain Diss,AIN DISS,4
103,416,4016,Fkirina,FKIRINA,4
104,417,4017,Souk Naamane,SOUK NAAMANE,4
105,418,4018,El Zorg,EL ZORG,4
106,419,4019,El Fedjoudj Boughrara Saoudi,EL FEDJOUDJ BOUGHRARA SAOUDI,4
107,420,4020,Ouled Zouai,OULED ZOUAI,4
108,421,4021,Bir Chouhada,BIR CHOUHADA,4
109,422,4022,Ksar Sbahi,KSAR SBAHI,4
110,423,4023,Oued Nini,OUED NINI,4
111,424,4024,Meskiana,MESKIANA,4
112,425,4025,Ain Fekroune,AIN FAKROUN,4
113,426,4026,Rahia,REHIA,4
114,427,4027,Ain Zitoun,AIN ZITOUN,4
115,428,4028,Ouled Gacem,OULED GACEM,4
116,429,4029,El Harmilia,EL HARMILIA,4
117,501,5001,Batna,BATNA,5
118,502,5002,Ghassira,GHASSIRA,5
119,503,5003,Maafa,MAAFA,5
120,504,5004,Merouana,MEROUANA,5
121,505,5005,Seriana,SERIANA,5
122,506,5006,Menaa,MENAA,5
123,507,5007,El Madher,EL MADHER,5
124,508,5008,Tazoult,TAZOULT,5
125,509,5009,Ngaous,NGAOUS,5
126,510,5010,Guigba,GUIGBA,5
127,511,5011,Inoughissen,INOUGHISSENE,5
128,512,5012,Ouyoun El Assafir,OUYOUN EL ASSAFIR,5
129,513,5013,Djerma,DJERMA,5
130,514,5014,Bitam,BITAM,5
131,515,5015,Metkaouak,METKAOUAK,5
132,516,5016,Arris,ARRIS,5
133,517,5017,Kimmel,KIMMEL,5
134,518,5018,Tilatou,TILATOU,5
135,519,5019,Ain Djasser,AIN DJASSER,5
136,520,5020,Ouled Selam,OULED SELLAM,5
137,521,5021,Tigherghar,TIGHARGHAR,5
138,522,5022,Ain Yagout,AIN YAGOUT,5
139,523,5023,Fesdis,FESDIS,5
140,524,5024,Sefiane,SEFIANE,5
141,525,5025,Rahbat,RAHBAT,5
142,526,5026,Tighanimine,TIGHANIMINE,5
143,527,5027,Lemsen,LEMCEN,5
144,528,5028,Ksar Belezma,KSAR BELEZMA,5
145,529,5029,Seggana,SEGGANA,5
146,530,5030,Ichmoul,ICHEMOUL,5
147,531,5031,Foum Toub,FOUM TOUB,5
148,532,5032,Beni Foudhala El Hakania,BENI FOUDHALA EL HAKANIA,5
149,533,5033,Oued El Ma,OUED EL MA,5
150,534,5034,Talkhamt,TALKHEMT,5
151,535,5035,Bouzina,BOUZINA,5
152,536,5036,Chemora,CHEMORA,5
153,537,5037,Oued Chaaba,OUED CHAABA,5
154,538,5038,Taxlent,TAXLENT,5
155,539,5039,Gosbat,GOSBAT,5
156,540,5040,Ouled Aouf,OULED AOUF,5
157,541,5041,Boumagueur,BOUMAGUER,5
158,542,5042,Barika,BARIKA,5
159,543,5043,Djezzar,DJEZZAR,5
160,544,5044,Tkout,TKOUT,5
161,545,5045,Ain Touta,AIN TOUTA,5
162,546,5046,Hidoussa,HIDOUSSA,5
163,547,5047,Teniet El Abed,THENIET EL ABED,5
164,548,5048,Oued Taga,OUED TAGA,5
165,549,5049,Ouled Fadel,OULED FADEL,5
166,550,5050,Timgad,TIMGAD,5
167,551,5051,Ras El Aioun,RAS EL AIOUN,5
168,552,5052,Chir,CHIR,5
169,553,5053,Ouled Si Slimane,OULED SI SLIMANE,5
170,554,5054,Zanat El Beida,ZANA EL BEIDA,5
171,555,5055,Amdoukal,MDOUKAL,5
172,556,5056,Ouled Ammar,OULED AMMAR,5
173,557,5057,El Hassi,EL HASSI,5
174,558,5058,Lazrou,LAZROU,5
175,559,5059,Boumia,BOUMIA,5
176,560,5060,Boulhilat,BOULEHILET,5
177,561,5061,Larbaa,LARBAA,5
178,601,6001,Bejaia,BEJAIA,6
179,602,6002,Amizour,AMIZOUR,6
180,603,6003,Ferraoun,FERRAOUN,6
181,604,6004,Taourirt Ighil,TAOURIRT IGHIL,6
182,605,6005,Chelata,CHELATA,6
183,606,6006,Tamokra,TAMOKRA,6
184,607,6007,Timzrit,TIMZRIT,6
185,608,6008,Souk El Thenine,SOUK EL THENINE,6
186,609,6009,Sidi Said,SIDI SAID,6
187,610,6010,Tinebdar,TINEBDAR,6
188,611,6011,Tichi,TICHI,6
189,612,6012,Semaoune,SEMAOUNE,6
190,613,6013,Kendira,KENDIRA,6
191,614,6014,Tifra,TIFRA,6
192,615,6015,Ighram,IGHRAM,6
193,616,6016,Amalou,AMALOU,6
194,617,6017,Ighil Ali,IGHIL ALI,6
195,618,6018,Ifelain Ilmathen,IFELAIN ILMATHEN,6
196,619,6019,Toudja,TOUDJA,6
197,620,6020,Darguina,DARGUINA,6
198,621,6021,Sidi Ayad,SIDI AYAD,6
199,622,6022,Aokas,AOKAS,6
200,623,6023,Beni Djellil,BENI DJELLIL,6
201,624,6024,Adekar,ADEKAR,6
202,625,6025,Akbou,AKBOU,6
203,626,6026,Seddouk,SEDDOUK,6
204,627,6027,Tazmalt,TAZMALT,6
205,628,6028,Ait Rizine,AIT R_ZINE,6
206,629,6029,Chemini,CHEMINI,6
207,630,6030,Souk Oufella,SOUK OUFELLA,6
208,631,6031,Taskriout,TASKRIOUT,6
209,632,6032,Tibane,TIBANE,6
210,633,6033,Tala Hamza,TALA HAMZA,6
211,634,6034,Barbacha,BARBACHA,6
212,635,6035,Beni Ksila,BENI KSILA,6
213,636,6036,Ouzellaguen,OUZELLAGUEN,6
214,637,6037,Bouhamza,BOUHAMZA,6
215,638,6038,Beni Melikeche,BENI MELIKECH,6
216,639,6039,Sidi Aich,SIDI AICH,6
217,640,6040,El Kseur,EL KSEUR,6
218,641,6041,Melbou,MELBOU,6
219,642,6042,Akfadou,AKFADOU,6
220,643,6043,Leflaye,LEFLAYE,6
221,644,6044,Kherrata,KHERRATA,6
222,645,6045,Draa El Kaid,DRAA EL KAID,6
223,646,6046,Tamridjet,TAMRIDJET,6
224,647,6047,Ait Smail,AIT SMAIL,6
225,648,6048,Boukhelifa,BOUKHELIFA,6
226,649,6049,Tizi Nberber,TIZI NBERBER,6
227,650,6050,Beni Maouche,BENI MAOUCHE,6
228,651,6051,Oued Ghir,OUED GHIR,6
229,652,6052,Boudjellil,BOUDJELLIL,6
230,701,7001,Biskra,BISKRA,7
231,702,7002,Oumache,OUMACHE,7
232,703,7003,Branis,BRANIS,7
233,704,7004,Chetma,CHETMA,7
234,705,7005,Ouled Djellal,OULED DJELLAL,7
235,706,7006,Ras El Miaad,RAS EL MIAAD,7
236,707,7007,Besbes,BESBES,7
237,708,7008,Sidi Khaled,SIDI KHALED,7
238,709,7009,Doucen,DOUCEN,7
239,710,7010,Ech Chaiba,ECH CHAIBA,7
240,711,7011,Sidi Okba,SIDI OKBA,7
241,712,7012,Mchouneche,M_CHOUNECHE,7
242,713,7013,El Haouch,EL HAOUCH,7
243,714,7014,Ain Naga,AIN NAGA,7
244,715,7015,Zeribet El Oued,ZERIBET EL OUED,7
245,716,7016,El Feidh,EL FEIDH,7
246,717,7017,El Kantara,EL KANTARA,7
247,718,7018,Ain Zaatout,AIN ZAATOUT,7
248,719,7019,El Outaya,EL OUTAYA,7
249,720,7020,Djemorah,DJEMORAH,7
250,721,7021,Tolga,TOLGA,7
251,722,7022,Lioua,LIOUA,7
252,723,7023,Lichana,LICHANA,7
253,724,7024,Ourlal,OUGHLAL,7
254,725,7025,Mlili,MLILI,7
255,726,7026,Foughala,FOUGHALA,7
256,727,7027,Bordj Ben Azzouz,BORDJ BEN AZZOUZ,7
257,728,7028,Meziraa,M_ZIRAA,7
258,729,7029,Bouchagroun,BOUCHAGROUN,7
259,730,7030,Mekhadma,MEKHADMA,7
260,731,7031,El Ghrous,EL GHROUS,7
261,732,7032,El Hadjab,EL HADJEB,7
262,733,7033,Khanguat Sidi Nadji,KHANGAT SIDI NADJI,7
263,801,8001,Bechar,BECHAR,8
264,802,8002,Erg Ferradj,ERG FERRADJ,8
265,803,8003,Ouled Khoudir,OULED KHOUDIR,8
266,804,8004,Meridja,MERIDJA,8
267,805,8005,Timoudi,TIMMOUDI,8
268,806,8006,Lahmar,LAHMAR,8
269,807,8007,Beni Abbes,BENI ABBES,8
270,808,8008,Beni Ikhlef,BENI IKHLEF,8
271,809,8009,Mechraa Houari Boumedienne,MECHRAA HOUARI BOUMEDIENE,8
272,810,8010,Kenedsa,KENADSA,8
273,811,8011,Igli,IGLI,8
274,812,8012,Tabalbala,TABELBALA,8
275,813,8013,Taghit,TAGHIT,8
276,814,8014,El Ouata,EL OUATA,8
277,815,8015,Boukais,BOUKAIS,8
278,816,8016,Mogheul,MOUGHEUL,8
279,817,8017,Abadla,ABADLA,8
280,818,8018,Kerzaz,KERZAZ,8
281,819,8019,Ksabi,KSABI,8
282,820,8020,Tamtert,TAMERT,8
283,821,8021,Beni Ounif,BENI OUNIF,8
284,901,9001,Blida,BLIDA,9
285,902,9002,Chebli,CHEBLI,9
286,903,9003,Bouinan,BOUINAN,9
287,904,9004,Oued El Alleug,OUED EL ALLEUG,9
288,905,9005,Ouled Yaich,OULED YAICH,9
289,906,9006,Chrea,CHREA,9
290,907,9007,El Affroun,EL AFFROUN,9
291,908,9008,Chiffa,CHIFFA,9
292,909,9009,Hammam Melouane,HAMMAM MELOUANE,9
293,910,9010,Ben Khelil,BEN KHELIL,9
294,911,9011,Soumaa,SOUMAA,9
295,912,9012,Mouzaia,MOUZAIA,9
296,913,9013,Souhane,SOUHANE,9
297,914,9014,Meftah,MEFTAH,9
298,915,9015,Ouled Slama,OULED SLAMA,9
299,916,9016,Boufarik,BOUFARIK,9
300,917,9017,Larbaa,LARBAA,9
301,918,9018,Oued Djer,OUED DJER,9
302,919,9019,Beni Tamou,BENI TAMOU,9
303,920,9020,Bouarfa,BOUARFA,9
304,921,9021,Beni Mered,BENI MERED,9
305,922,9022,Bougara,BOUGARA,9
306,923,9023,Guerrouaou,GUERROUAOU,9
307,924,9024,Djebabra,DJEBABRA,9
308,925,9025,Ain Romana,AIN ROMANA,9
309,1001,10001,Bouira,BOUIRA,10
310,1002,10002,El Asnam,EL ASNAM,10
311,1003,10003,Guerrouma,GUERROUMA,10
312,1004,10004,Souk El Khemis,SOUK EL KHEMIS,10
313,1005,10005,Kadiria,KADIRIA,10
314,1006,10006,Hanif,HANIF,10
315,1007,10007,Dirah,DIRAH,10
316,1008,10008,Ait Laaziz,AIT LAAZIZ,10
317,1009,10009,Taghzout,TAGHZOUT,10
318,1010,10010,Raouraoua,RAOURAOUA,10
319,1011,10011,Mezdour,MEZDOUR,10
320,1012,10012,Haizer,HAIZER,10
321,1013,10013,Lakhdaria,LAKHDARIA,10
322,1014,10014,Maala,MAALA,10
323,1015,10015,El Hachimia,EL HACHIMIA,10
324,1016,10016,Aomar,AOMAR,10
325,1017,10017,Chorfa,CHORFA,10
326,1018,10018,Bordj Oukhriss,BORDJ OUKHRISS,10
327,1019,10019,El Adjiba,EL ADJIBA,10
328,1020,10020,El Hakimia,EL HAKIMIA,10
329,1021,10021,El Khabouzia,EL KHABOUZIA,10
330,1022,10022,Ahl El Ksar,AHL EL KSAR,10
331,1023,10023,Bouderbala,BOUDERBALA,10
332,1024,10024,Zbarbar,ZBARBAR,10
333,1025,10025,Ain El Hadjar,AIN EL HADJAR,10
334,1026,10026,Djebahia,DJEBAHIA,10
335,1027,10027,Aghbalou,AGHBALOU,10
336,1028,10028,Taguedit,TAGUEDIT,10
337,1029,10029,Ain Turk,AIN TURK,10
338,1030,10030,Saharidj,SAHARIDJ,10
339,1031,10031,Dechmia,DECHMIA,10
340,1032,10032,Ridane,RIDANE,10
341,1033,10033,Bechloul,BECHLOUL,10
342,1034,10034,Boukram,BOUKRAM,10
343,1035,10035,Ain Bessam,AIN BESSAM,10
344,1036,10036,Bir Ghbalou,BIR GHBALOU,10
345,1037,10037,Mchedallah,MCHEDALLAH,10
346,1038,10038,Sour El Ghozlane,SOUR EL GHOZLANE,10
347,1039,10039,Maamora,MAAMORA,10
348,1040,10040,Ouled Rached,OULED RACHED,10
349,1041,10041,Ain Laloui,AIN LALOUI,10
350,1042,10042,Hadjera Zerga,HADJERA ZERGA,10
351,1043,10043,Ath Mansour,ATH MANSOUR,10
352,1044,10044,El Mokrani,EL MOKRANI,10
353,1045,10045,Oued El Berdi,OUED EL BERDI,10
354,1101,11001,Tamanghasset,TAMANGHASSET,11
355,1102,11002,Abalessa,ABALESSA,11
356,1103,11003,In Ghar,IN GHAR,11
357,1104,11004,In Guezzam,IN GUEZZAM,11
358,1105,11005,Idles,IDLES,11
359,1106,11006,Tazouk,TAZROUK,11
360,1107,11007,Tin Zaouatine,TIN ZAOUATINE,11
361,1108,11008,In Salah,IN SALAH,11
362,1109,11009,In Amguel,IN AMGUEL,11
363,1110,11010,Foggarat Ez Zouaia,FOUGGARAT EZ ZOUAIA,11
364,1201,12001,Tebessa,TEBESSA,12
365,1202,12002,Bir El Ater,BIR EL ATER,12
366,1203,12003,Cheria,CHERIA,12
367,1204,12004,Stah Guentis,STAH GUENTIS,12
368,1205,12005,El Aouinet,EL AOUINET,12
369,1206,12006,Lahouidjbet,EL HOUIDJBET,12
370,1207,12007,Safsaf El Ouesra,SAFSAF EL OUESRA,12
371,1208,12008,Hammamet,HAMMAMET,12
372,1209,12009,Negrine,NEGRINE,12
373,1210,12010,Bir Mokadem,BIR MOKADEM,12
374,1211,12011,El Kouif,EL KOUIF,12
375,1212,12012,Morsott,MORSOT,12
376,1213,12013,El Ogla,EL OGLA,12
377,1214,12014,Bir Dheheb,BIR DHEHEB,12
378,1215,12015,El Ogla El Malha,EL OGLA EL MALHA,12
379,1216,12016,Gorriguer,GOURIGUEUR,12
380,1217,12017,Bekkaria,BEKKARIA,12
381,1218,12018,Boukhadra,BOUKHADRA,12
382,1219,12019,El Ouenza,EL OUENZA,12
383,1220,12020,El Ma Labiod,EL MA LABIOD,12
384,1221,12021,Oum Ali,OUM ALI,12
385,1222,12022,Thlidjene,THLIDJENE,12
386,1223,12023,Ain Zerga,AIN ZERGA,12
387,1224,12024,El Meridj,EL MERIDJ,12
388,1225,12025,Boulhaf Dyr,BOULHAF DYR,12
389,1226,12026,Bedjene,BEDJENE,12
390,1227,12027,El Mazeraa,EL MAZERAA,12
391,1228,12028,Ferkane,FERKANE,12
392,1301,13001,Tlemcen,TLEMCEN,13
393,1302,13002,Beni Mester,BENI MESTER,13
394,1303,13003,Ain Tallout,AIN TALLOUT,13
395,1304,13004,Remchi,REMCHI,13
396,1305,13005,El Fehoul,EL FEHOUL,13
397,1306,13006,Sabra,SABRA,13
398,1307,13007,Ghazaouet,GHAZAOUET,13
399,1308,13008,Souani,SOUANI,13
400,1309,13009,Djebala,DJEBALA,13
401,1310,13010,El Gor,EL GOR,13
402,1311,13011,Oued Chouly,OUED CHOULY,13
403,1312,13012,Ain Fezza,AIN FEZZA,13
404,1313,13013,Ouled Mimoun,OULED MIMOUN,13
405,1314,13014,Amieur,AMIEUR,13
406,1315,13015,Ain Youcef,AIN YOUCEF,13
407,1316,13016,Zenata,ZENATA,13
408,1317,13017,Beni Snous,BENI SNOUS,13
409,1318,13018,Bab El Assa,BAB EL ASSA,13
410,1319,13019,Dar Yaghmouracene,DAR YAGHMOURASSENE,13
411,1320,13020,Fellaoucene,FELLAOUCENE,13
412,1321,13021,Azails,AZAILS,13
413,1322,13022,Sebbaa Chioukh,SEBAA CHIOUKH,13
414,1323,13023,Terni Beni Hediel,TERNI BENI HEDIEL,13
415,1324,13024,Bensekrane,BENSEKRANE,13
416,1325,13025,Ain Nehala,AIN NEHALA,13
417,1326,13026,Hennaya,HENAYA,13
418,1327,13027,Maghnia,MAGHNIA,13
419,1328,13028,Hammam Boughrara,HAMMAM BOUGHRARA,13
420,1329,13029,Souahlia,SOUAHLIA,13
421,1330,13030,Msirda Fouaga,MSIRDA FOUAGA,13
422,1331,13031,Ain Fetah,AIN FETAH,13
423,1332,13032,El Aricha,EL ARICHA,13
424,1333,13033,Souk Thlata,SOUK THLATA,13
425,1334,13034,Sidi Abdelli,SIDI ABDELLI,13
426,1335,13035,Sebdou,SEBDOU,13
427,1336,13036,Beni Ouarsous,BENI OUARSOUS,13
428,1337,13037,Sidi Medjahed,SIDI MEDJAHED,13
429,1338,13038,Beni Boussaid,BENI BOUSSAID,13
430,1339,13039,Marsa Ben Mhidi,MERSA BEN MHIDI,13
431,1340,13040,Nedroma,NEDROMA,13
432,1341,13041,Sidi Djillali,SIDI DJILLALI,13
433,1342,13042,Beni Bahdel,BENI BAHDEL,13
434,1343,13043,El Bouihi,EL BOUIHI,13
435,1344,13044,Honaine,HONAINE,13
436,1345,13045,Tianet,TIENET,13
437,1346,13046,Ouled Riyah,OULED RIAH,13
438,1347,13047,Bouhlou,BOUHLOU,13
439,1348,13048,Beni Khellad,BENI KHELLAD,13
440,1349,13049,Ain Ghoraba,AIN GHORABA,13
441,1350,13050,Chetouane,CHETOUANE,13
442,1351,13051,Mansourah,MANSOURAH,13
443,1352,13052,Beni Semiel,BENI SEMIEL,13
444,1353,13053,Ain Kebira,AIN KEBIRA,13
445,1401,14001,Tiaret,TIARET,14
446,1402,14002,Medroussa,MEDROUSSA,14
447,1403,14003,Ain Bouchekif,AIN BOUCHEKIF,14
448,1404,14004,Sidi Ali Mellal,SIDI ALI MELLAL,14
449,1405,14005,Ain Zarit,AIN ZARIT,14
450,1406,14006,Ain Deheb,AIN DEHEB,14
451,1407,14007,Sidi Bakhti,SIDI BAKHTI,14
452,1408,14008,Medrissa,MEDRISSA,14
453,1409,14009,Zmalet Emir Abdelkader,ZMALET EMIR ABDELKADER,14
454,1410,14010,Madna,MADNA,14
455,1411,14011,Sebt,SEBT,14
456,1412,14012,Mellakou,MELLAKOU,14
457,1413,14013,Dahmouni,DAHMOUNI,14
458,1414,14014,Rahouia,RAHOUIA,14
459,1415,14015,Mahdia,MAHDIA,14
460,1416,14016,Sougueur,SOUGUEUR,14
461,1417,14017,Sidi Abdelghani,SIDI  ABDELGHANI,14
462,1418,14018,Ain El Hadid,AIN EL HADID,14
463,1419,14019,Djebilet Rosfa,DJEBILET ROSFA,14
464,1420,14020,Naima,NAIMA,14
465,1421,14021,Meghila,MEGHILA,14
466,1422,14022,Guertoufa,GUERTOUFA,14
467,1423,14023,Sidi Hosni,SIDI HOSNI,14
468,1424,14024,Djillali Ben Amar,DJILLALI BEN AMAR,14
469,1425,14025,Sebaine,SEBAINE,14
470,1426,14026,Tousnina,TOUSNINA,14
471,1427,14027,Frenda,FRENDA,14
472,1428,14028,Ain Kermes,AIN KERMES,14
473,1429,14029,Ksar Chellala,KSAR CHELLALA,14
474,1430,14030,Rechaiga,RECHAIGA,14
475,1431,14031,Nadorah,NADORAH,14
476,1432,14032,Tagdemt,TAGDEMT,14
477,1433,14033,Oued Lilli,OUED LILLI,14
478,1434,14034,Mechraa Safa,MACHRAA SFA,14
479,1435,14035,Hamadia,HAMADIA,14
480,1436,14036,Chehaima,CHEHAIMA,14
481,1437,14037,Takhemaret,TAKHMARET,14
482,1438,14038,Sidi Abderrahmane,SIDI ABDERRAHMANE,14
483,1439,14039,Serghine,SERGHINE,14
484,1440,14040,Bougara,BOUGARA,14
485,1441,14041,Faidja,FAIDJA,14
486,1442,14042,Tidda,TIDDA,14
487,1501,15001,Tizi Ouzou,TIZI OUZOU,15
488,1502,15002,Ain El Hammam,AIN EL HAMMAM,15
489,1503,15003,Akbil,AKBIL,15
490,1504,15004,Freha,FREHA,15
491,1505,15005,Souamaa,SOUAMAA,15
492,1506,15006,Mechtrass,MECHTRASS,15
493,1507,15007,Irdjen,IRDJEN,15
494,1508,15008,Timizart,TIMIZART,15
495,1509,15009,Makouda,MAKOUDA,15
496,1510,15010,Draa El Mizan,DRAA EL MIZAN,15
497,1511,15011,Tizi Ghenif,TIZI GHENIF,15
498,1512,15012,Bounouh,BOUNOUH,15
499,1513,15013,Ait Chaffaa,AIT CHAFFAA,15
500,1514,15014,Frikat,FRIKAT,15
501,1515,15015,Beni Aissi,BENI AISSI,15
502,1516,15016,Beni Zmenzer,BENI ZMENZER,15
503,1517,15017,Iferhounene,IFERHOUNENE,15
504,1518,15018,Azazga,AZAZGA,15
505,1519,15019,Iloula Oumalou,ILOULA OUMALOU,15
506,1520,15020,Yakouren,YAKOUREN,15
507,1521,15021,Larba Nait Irathen,LARBA NAIT IRATHEN,15
508,1522,15022,Tizi Rached,TIZI RACHED,15
509,1523,15023,Zekri,ZEKRI,15
510,1524,15024,Ouaguenoun,OUAGUENOUN,15
511,1525,15025,Ain Zaouia,AIN ZAOUIA,15
512,1526,15026,Mkira,MKIRA,15
513,1527,15027,Ait Yahia,AIT YAHIA,15
514,1528,15028,Ait Mahmoud,AIT MAHMOUD,15
515,1529,15029,Maatka,MAATKA,15
516,1530,15030,Ait Boumahdi,AIT BOUMAHDI,15
517,1531,15031,Abi Youcef,ABI YOUCEF,15
518,1532,15032,Beni Douala,BENI DOUALA,15
519,1533,15033,Illilten,ILLILTEN,15
520,1534,15034,Bouzguen,BOUZGUEN,15
521,1535,15035,Ait Aggouacha,AIT AGGOUACHA,15
522,1536,15036,Ouadhia,OUADHIA,15
523,1537,15037,Azeffoun,AZEFFOUN,15
524,1538,15038,Tigzirt,TIGZIRT,15
525,1539,15039,Ait Aissa Mimoun,AIT AISSA MIMOUN,15
526,1540,15040,Boghni,BOGHNI,15
527,1541,15041,Ifigha,IFIGHA,15
528,1542,15042,Ait Oumalou,AIT OUMALOU,15
529,1543,15043,Tirmitine,TIRMITINE,15
530,1544,15044,Akerrou,AKERROU,15
531,1545,15045,Yatafen,YATAFEN,15
532,1546,15046,Beni Ziki,BENI ZIKI,15
533,1547,15047,Draa Ben Khedda,DRAA BEN KHEDDA,15
534,1548,15048,Ouacif,OUACIF,15
535,1549,15049,Idjeur,IDJEUR,15
536,1550,15050,Mekla,MEKLA,15
537,1551,15051,Tizi Nthleta,TIZI NTHLETA,15
538,1552,15052,Beni Yenni,BENI YENNI,15
539,1553,15053,Aghrib,AGHRIB,15
540,1554,15054,Iflissen,IFLISSEN,15
541,1555,15055,Boudjima,BOUDJIMA,15
542,1556,15056,Ait Yahia Moussa,AIT YAHIA MOUSSA,15
543,1557,15057,Souk El Tenine,SOUK EL TENINE,15
544,1558,15058,Ait Khelili,AIT KHELILI,15
545,1559,15059,Sidi Naamane,SIDI NAAMANE,15
546,1560,15060,Iboudraren,IBOUDRAREN,15
547,1561,15061,Aghni Goughran,AGHNI GOUGHRAN,15
548,1562,15062,Mizrana,MIZRANA,15
549,1563,15063,Imsouhal,IMSOUHAL,15
550,1564,15064,Tadmait,TADMAIT,15
551,1565,15065,Ait Bouadou,AIT BOUADOU,15
552,1566,15066,Assi Youcef,ASSI YOUCEF,15
553,1567,15067,Ait Toudert,AIT TOUDERT,15
554,1601,16001,Alger,ALGER,16
555,1602,16002,Sidi Mhamed,SIDI MHAMED,16
556,1603,16003,El Madania,EL MADANIA,16
557,1604,16004,Hamma Anassers,HAMMA ANASSERS,16
558,1605,16005,Bab El Oued,BAB EL OUED,16
559,1606,16006,Bologhine Ibn Ziri,BOLOGHINE IBN ZIRI,16
560,1607,16007,Casbah,CASBAH,16
561,1608,16008,Oued Koriche,OUED KORICHE,16
562,1609,16009,Bir Mourad Rais,BIR MOURAD RAIS,16
563,1610,16010,El Biar,EL BIAR,16
564,1611,16011,Bouzareah,BOUZAREAH,16
565,1612,16012,Bir Khadem,BIR KHADEM,16
566,1613,16013,El Harrach,EL HARRACH,16
567,1614,16014,Baraki,BARAKI,16
568,1615,16015,Oued Smar,OUED SMAR,16
569,1616,16016,Bourouba,BOUROUBA,16
570,1617,16017,Hussein Dey,HUSSEIN DEY,16
571,1618,16018,Kouba,KOUBA,16
572,1619,16019,Bach Djerrah,BACH DJERRAH,16
573,1620,16020,Dar El Beida,DAR EL BEIDA,16
574,1621,16021,Bab Ezzouar,BEB EZZOUAR,16
575,1622,16022,Ben Aknoun,BEN AKNOUN,16
576,1623,16023,Dely Brahim,DELY BRAHIM,16
577,1624,16024,Bains Romains,BAINS ROMAINS,16
578,1625,16025,Rais Hamidou,RAIS HAMIDOU,16
579,1626,16026,Djisr Ksentina,DJISR KSENTINA,16
580,1627,16027,El Mouradia,EL MOURADIA,16
581,1628,16028,Hydra,HYDRA,16
582,1629,16029,Mohammadia,MOHAMMADIA,16
583,1630,16030,Bordj El Kiffan,BORDJ EL KIFFAN,16
584,1631,16031,El Magharia,EL MAGHARIA,16
585,1632,16032,Beni Messous,BENI MESSOUS,16
586,1633,16033,Les Eucalyptus,LES EUCALYPTUS,16
587,1634,16034,Birtouta,BIRTOUTA,16
588,1635,16035,Tassala El Merdja,TASSALA EL MERDJA,16
589,1636,16036,Ouled Chebel,OULED CHEBEL,16
590,1637,16037,Sidi Moussa,SIDI MOUSSA,16
591,1638,16038,Ain Taya,AIN TAYA,16
592,1639,16039,Bordj El Bahri,BORDJ EL BAHRI,16
593,1640,16040,El Marsa,EL MARSA,16
594,1641,16041,Haraoua,HARAOUA,16
595,1642,16042,Rouiba,ROUIBA,16
596,1643,16043,Reghaia,REGHAIA,16
597,1644,16044,Ain Benian,AIN BENIAN,16
598,1645,16045,Staoueli,STAOUELI,16
599,1646,16046,Zeralda,ZERALDA,16
600,1647,16047,Mahelma,MAHELMA,16
601,1648,16048,Rahmania,RAHMANIA,16
602,1649,16049,Souidania,SOUIDANIA,16
603,1650,16050,Cheraga,CHERAGA,16
604,1651,16051,Ouled Fayet,OULED FAYET,16
605,1652,16052,El Achour,EL ACHOUR,16
606,1653,16053,Draria,DRARIA,16
607,1654,16054,Douera,DOUERA,16
608,1655,16055,Baba Hassen,BABA HASSEN,16
609,1656,16056,Khraissia,KHRAISSIA,16
610,1657,16057,Saoula,SAOULA,16
611,1701,17001,Djelfa,DJELFA,17
612,1702,17002,Moudjebara,MOUADJEBAR,17
613,1703,17003,El Guedid,EL GUEDDID,17
614,1704,17004,Hassi Bahbah,HASSI BAHBAH,17
615,1705,17005,Ain Maabed,AIN MAABED,17
616,1706,17006,Sed Rahal,SED RAHAL,17
617,1707,17007,Feidh El Botma,FEIDH EL BOTMA,17
618,1708,17008,Birine,BIRINE,17
619,1709,17009,Bouira Lahdeb,BOUIRA LAHDAB,17
620,1710,17010,Zaccar,ZAKKAR,17
621,1711,17011,El Khemis,EL KHEMIS,17
622,1712,17012,Sidi Baizid,SIDI BAIZID,17
623,1713,17013,Mliliha,MLILIHA,17
624,1714,17014,El Idrissia,EL IDRISSIA,17
625,1715,17015,Douis,DOUIS,17
626,1716,17016,Hassi El Euch,HASSI EL EUCH,17
627,1717,17017,Messaad,MESSAAD,17
628,1718,17018,Guettara,GUETTARA,17
629,1719,17019,Sidi Ladjel,SIDI LAADJEL,17
630,1720,17020,Had Sahary,HAD SAHARY,17
631,1721,17021,Guernini,GUERNINI,17
632,1722,17022,Selmana,SELMANA,17
633,1723,17023,Ain Chouhada,AIN CHOUHADA,17
634,1724,17024,Oum Laadham,OUM LAADHAM,17
635,1725,17025,Dar Chouikh,DAR CHIOUKH,17
636,1726,17026,Charef,CHAREF,17
637,1727,17027,Beni Yacoub,BENI YAGOUB,17
